Date,AAPL,AMZN,GOOG,META,MSFT,NVDA,TSLA
2021-10-31,147.00929260253906,168.6215057373047,147.57151794433594,322.0521545410156,322.0008544921875,25.51907730102539,371.3333435058594
2021-11-30,162.457275390625,175.35350036621094,141.7804718017578,322.9379577636719,321.5880432128906,32.614749908447266,381.586669921875
2021-12-31,174.51626586914062,166.7169952392578,143.99746704101562,334.772216796875,327.1620178222656,29.359464645385742,352.260009765625
2022-01-31,171.77427673339844,149.57350158691406,135.05880737304688,311.7905578613281,302.51202392578125,24.44309425354004,312.239990234375
2022-02-28,162.48715209960938,153.56300354003906,134.25511169433594,210.04006958007812,291.2550354003906,24.34227752685547,290.1433410644531
2022-03-31,171.82582092285156,162.99749755859375,138.99118041992188,221.31692504882812,300.5348815917969,27.242828369140625,359.20001220703125
2022-04-30,155.13624572753906,124.28150177001953,114.42453002929688,199.5296173095703,270.5213623046875,18.51766014099121,290.2533264160156
2022-05-31,146.68194580078125,120.20950317382812,113.50141143798828,192.7316436767578,265.631103515625,18.642459869384766,252.75332641601562
2022-06-30,134.73765563964844,106.20999908447266,108.85689544677734,160.49359130859375,250.93621826171875,15.138216972351074,224.47332763671875
2022-07-31,160.15371704101562,134.9499969482422,116.09014129638672,158.35366821289062,274.2975158691406,18.138097763061523,297.1499938964844
2022-08-31,155.15562438964844,126.7699966430664,108.63545227050781,162.1656951904297,256.01202392578125,15.0733060836792,275.6099853515625
2022-09-30,136.38536071777344,113.0,95.69674682617188,135.0435333251953,228.0384063720703,12.125958442687988,265.25
2022-10-31,151.32655334472656,102.44000244140625,94.21376037597656,92.7229995727539,227.28445434570312,13.482500076293945,227.5399932861328
2022-11-30,146.3286590576172,96.54000091552734,100.97174835205078,117.54600524902344,250.51817321777344,16.90914535522461,194.6999969482422
2022-12-31,128.43666076660156,84.0,88.31172180175781,119.7754898071289,235.47567749023438,14.602035522460938,123.18000030517578
2023-01-31,142.63160705566406,103.12999725341797,99.39920806884766,148.2711944580078,243.32093811035156,19.52100372314453,173.22000122070312
2023-02-28,145.93824768066406,94.2300033569336,89.87431335449219,174.11936950683594,245.5151824951172,23.196990966796875,205.7100067138672
2023-03-31,163.2536163330078,103.29000091552734,103.50973510742188,210.94580078125,283.7864685058594,27.75897216796875,207.4600067138672
2023-04-30,167.98590087890625,105.44999694824219,107.7098388671875,239.19268798828125,302.4496765136719,27.730989456176758,164.30999755859375
2023-05-31,175.72305297851562,120.58000183105469,122.7884292602539,263.4782409667969,323.9555358886719,37.80944061279297,203.92999267578125
2023-06-30,192.2990264892578,130.36000061035156,120.39973449707031,285.6338195800781,335.94140625,42.27891540527344,261.7699890136719
2023-07-31,194.7576446533203,133.67999267578125,132.48251342773438,317.1054992675781,331.3838806152344,46.70350646972656,267.42999267578125
2023-08-31,186.50306701660156,138.00999450683594,136.70252990722656,294.5020446777344,324.01861572265625,49.32807159423828,258.0799865722656
2023-09-30,169.9643096923828,127.12000274658203,131.2284393310547,298.8017272949219,312.1456604003906,43.478843688964844,250.22000122070312
2023-10-31,169.52748107910156,133.08999633789062,124.7093276977539,299.8567199707031,334.25042724609375,40.7611083984375,200.83999633789062
2023-11-30,188.8163604736328,146.08999633789062,133.28868103027344,325.6153564453125,375.3449401855469,46.74833297729492,240.0800018310547
2023-12-31,191.38096618652344,151.94000244140625,140.26564025878906,352.29962158203125,372.5019836425781,49.50341033935547,248.47999572753906
2024-01-31,183.2994842529297,155.1999969482422,141.1315460205078,388.3099060058594,393.83929443359375,61.50390625,187.2899932861328
2024-02-29,179.9005584716797,176.75999450683594,139.1210479736328,488.3484802246094,410.5059509277344,79.0822982788086,201.8800048828125
2024-03-31,170.67410278320312,180.3800048828125,151.542236328125,483.8149719238281,417.53228759765625,90.3263168334961,175.7899932861328
2024-04-30,169.52952575683594,175.0,163.86386108398438,428.6064147949219,386.380126953125,86.37362670898438,183.27999877929688
2024-05-31,191.60601806640625,176.44000244140625,173.13992309570312,465.13311767578125,412.7277526855469,109.59699249267578,178.0800018310547
2024-06-30,209.9144744873047,193.25,182.76307678222656,502.8860168457031,444.3636169433594,123.50955963134766,197.8800048828125
2024-07-31,221.3361053466797,186.97999572753906,172.5298614501953,473.57379150390625,415.9291076660156,116.99115753173828,232.07000732421875
2024-08-31,228.49710083007812,178.5,164.51864624023438,519.9307861328125,415.4736328125,119.34059143066406,214.11000061035156
2024-09-30,232.4883270263672,186.3300018310547,166.8105010986328,571.47021484375,428.5810241699219,121.42046356201172,261.6300048828125
2024-10-31,225.4138946533203,186.39999389648438,172.2980194091797,566.6184692382812,404.72674560546875,132.7386474609375,249.85000610351562
2024-11-30,237.06935119628906,207.88999938964844,170.10301208496094,573.3470458984375,422.61260986328125,138.22776794433594,345.1600036621094
2024-12-31,250.1449737548828,219.38999938964844,190.22328186035156,584.9895629882812,420.6565246582031,134.27764892578125,403.8399963378906
